Date,Close,High,Low,Open,Volume,SMA_50,SMA_200,MACD,Signal,RSI,Momentum
2021-11-09,4685.25,4708.52978515625,4670.8701171875,4707.25,4117080000.0,4484.46736328125,4239.3682934570315,68.25257852565028,56.72200437452388,72.4961938899222,24.68017578125
2021-11-10,4646.7099609375,4684.85009765625,4630.85986328125,4670.259765625,4503720000.0,4486.947958984375,4243.847993164062,64.37805573945752,58.25321464751061,63.66405045653397,-33.35009765625
2021-11-11,4649.27001953125,4664.5498046875,4648.31005859375,4659.39013671875,3926870000.0,4489.4515625,4248.157443847656,60.8130291054531,58.76517753909911,63.97798660480322,-48.259765625
2021-11-12,4682.85009765625,4688.47021484375,4650.77001953125,4655.240234375,3728600000.0,4492.369560546875,4253.000494384765,60.00564376849252,59.0132707849778,67.89611678591696,-18.85009765625
2021-11-15,4682.7998046875,4697.419921875,4672.85986328125,4689.2998046875,3488410000.0,4495.316953125,4257.545192871094,58.68523993412418,58.94766461480708,67.88420738351302,-2.4501953125
2021-11-16,4700.89990234375,4714.9501953125,4679.419921875,4679.419921875,3972640000.0,4498.93435546875,4261.918142089844,58.42584027653811,58.84329974715329,69.92856746868934,54.18994140625
2021-11-17,4688.669921875,4701.5,4684.41015625,4701.5,3969070000.0,4502.426357421875,4266.2106420898435,56.581174407400795,58.390874679202796,66.83287083657697,39.39990234375
2021-11-18,4704.5400390625,4708.7998046875,4672.77978515625,4700.72021484375,4226410000.0,4506.6515625,4270.374642333984,55.7571159162535,57.864122926612936,68.7652018301213,21.68994140625
2021-11-19,4697.9599609375,4717.75,4694.22021484375,4708.43994140625,4253180000.0,4511.43916015625,4274.430291748047,53.95117079878855,57.08153250104806,67.02169111585285,15.16015625
2021-11-22,4682.93994140625,4743.830078125,4682.169921875,4712.0,4441100000.0,4515.723359375,4278.267041015625,50.723250179491515,55.80987603673675,63.089478719454334,-17.9599609375
2021-11-23,4690.7001953125,4699.39013671875,4652.66015625,4678.47998046875,4277590000.0,4520.6763671875,4282.164392089844,48.2352613998637,54.29495310936215,64.25631786651257,2.0302734375
2021-11-24,4701.4599609375,4702.8701171875,4659.89013671875,4675.77978515625,3418430000.0,4525.0915625,4286.122292480469,46.59462173462998,52.754886834415714,65.86748525506066,-3.080078125
2021-11-26,4594.6201171875,4664.6298828125,4585.43017578125,4664.6298828125,3517700000.0,4527.50896484375,4289.513493652344,36.25539090876737,49.454987649286046,44.44468218848733,-103.33984375
2021-11-29,4655.27001953125,4672.9501953125,4625.259765625,4628.75,4336410000.0,4531.954560546875,4293.115693359375,32.579855936907734,46.07996130681039,53.65880481921827,-27.669921875
2021-11-30,4567.0,4646.02001953125,4560.0,4640.25,6625990000.0,4536.1399609375,4296.287742919922,22.28739984607091,41.3214490146625,42.587914961879285,-123.7001953125
2021-12-01,4513.0400390625,4652.93994140625,4510.27001953125,4602.81982421875,5366730000.0,4539.316962890625,4299.1962927246095,9.665023975374424,34.99016400680488,37.495087184074684,-188.419921875
2021-12-02,4577.10009765625,4595.4599609375,4504.72998046875,4504.72998046875,5077180000.0,4542.946162109375,4302.511943359375,4.775759531733456,28.947283111790597,45.784048025600256,-17.52001953125
2021-12-03,4538.43017578125,4608.02978515625,4495.1201171875,4589.490234375,5240070000.0,4544.735166015625,4305.670544433594,-2.194065461509126,22.719013397130652,42.15028118895208,-116.83984375
2021-12-06,4591.669921875,4612.60009765625,4540.509765625,4548.3701171875,4770800000.0,4547.45896484375,4309.246394042969,-3.3827056913405613,17.49866957943641,48.24109485929885,24.669921875
2021-12-07,4686.75,4694.0400390625,4631.97021484375,4631.97021484375,4492400000.0,4552.331767578125,4313.273293457031,3.3093084028532758,14.660797344119784,56.95703900756804,173.7099609375
2021-12-08,4701.2099609375,4705.06005859375,4674.52001953125,4690.85986328125,4234600000.0,4559.303369140625,4317.152193603516,9.668127629467563,13.66226340118934,58.11229491389826,124.10986328125
2021-12-09,4667.4501953125,4695.259765625,4665.97998046875,4691.0,3903840000.0,4565.463173828125,4321.342744140625,11.84684369585284,13.29917946012204,54.43862451721847,129.02001953125
2021-12-10,4712.02001953125,4713.56982421875,4670.240234375,4687.64013671875,3870110000.0,4573.5527734375,4325.847094726562,16.97423578017606,14.034190724132845,58.19593320393552,120.35009765625
2021-12-13,4668.97021484375,4710.2998046875,4667.60009765625,4710.2998046875,4397230000.0,4579.791376953125,4329.682845458984,17.363812272535142,14.700115033813306,53.598185999195394,-17.77978515625
2021-12-14,4634.08984375,4660.47021484375,4606.52001953125,4642.990234375,4485430000.0,4586.463974609375,4333.501844482422,14.688678072204311,14.697827641491509,50.14161587058268,-67.1201171875
2021-12-15,4709.85009765625,4712.60009765625,4611.22021484375,4636.4599609375,4910130000.0,4593.746572265625,4337.952495117188,18.468935884156053,15.45204929002442,56.6768390716296,42.39990234375
2021-12-16,4668.669921875,4731.990234375,4651.89013671875,4719.1298828125,4829500000.0,4599.848974609375,4342.453494873047,17.935175863857694,15.948674604791075,52.63803010417081,-43.35009765625
2021-12-17,4620.64013671875,4666.7001953125,4600.22021484375,4652.5,7987090000.0,4604.26658203125,4346.34699584961,13.48116249231225,15.45517218229531,48.313642595695235,-48.330078125
2021-12-20,4568.02001953125,4587.89990234375,4531.10009765625,4587.89990234375,4635700000.0,4607.800185546875,4350.080345458984,5.640303209137528,13.492198387663755,44.04448342653409,-66.06982421875
2021-12-21,4649.22998046875,4651.14013671875,4583.16015625,4594.9599609375,4072430000.0,4613.560986328125,4353.949295654297,5.9111903616740165,11.975996782465808,51.20997197570162,-60.6201171875
2021-12-22,4696.56005859375,4697.669921875,4645.52978515625,4650.35986328125,3319610000.0,4620.479189453125,4357.938045654297,9.831678660822035,11.547133158137054,54.839686335577824,27.89013671875
2021-12-23,4725.7900390625,4740.740234375,4703.9599609375,4703.9599609375,2913040000.0,4627.718994140625,4361.870295410156,15.122980714232654,12.262302669356174,56.968809245720195,105.14990234375
2021-12-27,4791.18994140625,4791.490234375,4733.990234375,4733.990234375,2770290000.0,4634.77759765625,4366.109544677734,24.313332302426716,14.672508595970283,61.358473607059196,223.169921875
2021-12-28,4786.35009765625,4807.02001953125,4780.0400390625,4795.490234375,2707920000.0,4641.077197265625,4370.196595458984,30.85059079970233,17.908125036716694,60.863656262123015,137.1201171875
2021-12-29,4793.06005859375,4804.06005859375,4778.080078125,4788.64013671875,2963310000.0,4647.20919921875,4374.348345947265,36.1560683774851,21.557713704870377,61.32927030135661,96.5
2021-12-30,4778.72998046875,4808.93017578125,4775.330078125,4794.22998046875,3124950000.0,4652.391201171875,4378.371395263672,38.75760647686002,24.997692259268305,59.695830746413264,52.93994140625
2021-12-31,4766.18017578125,4786.830078125,4765.75,4775.2099609375,2677820000.0,4656.991005859375,4382.6249963378905,39.35304243176233,27.868762293767112,58.23305438709087,-25.009765625
2022-01-03,4796.56005859375,4796.64013671875,4758.169921875,4778.14013671875,3831020000.0,4661.926611328125,4387.042296142578,41.794550798204,30.65391999465449,60.74093954122302,10.2099609375
2022-01-04,4793.5400390625,4818.6201171875,4774.27001953125,4804.509765625,4683170000.0,4666.8994140625,4391.3070458984375,42.99020906231726,33.12117780818705,60.352983948167235,0.47998046875
2022-01-05,4700.580078125,4797.7001953125,4699.43994140625,4787.990234375,4887960000.0,4669.581416015625,4395.257346191406,36.02145202565589,33.70123265168082,49.80750794356108,-78.14990234375
2022-01-06,4696.0498046875,4725.009765625,4671.259765625,4693.39013671875,4295280000.0,4672.006611328125,4399.291895751953,29.78970943467357,32.91892800827937,49.3549116561998,-70.13037109375
2022-01-07,4677.02978515625,4707.9501953125,4662.740234375,4697.66015625,4181510000.0,4674.513603515625,4403.129444580078,23.05053964227045,30.945250335077592,47.407169665712864,-119.5302734375
2022-01-10,4670.2900390625,4673.02001953125,4582.240234375,4655.33984375,4511810000.0,4675.991005859375,4406.608194580078,16.970235533708546,28.150247374803783,46.703820913252024,-123.25
2022-01-11,4713.06982421875,4714.1298828125,4638.27001953125,4669.14013671875,4101590000.0,4678.1448046875,4410.318093261719,15.425703945064015,25.60533868885583,51.61121728030237,12.48974609375
2022-01-12,4726.35009765625,4748.830078125,4706.7099609375,4728.58984375,4048220000.0,4680.398408203125,4414.157093505859,15.099204382649077,23.50411182761448,53.05627666918203,30.30029296875
2022-01-13,4659.02978515625,4744.1298828125,4650.2900390625,4733.56005859375,4251730000.0,4680.966005859375,4417.58779296875,9.301047837935585,20.663499029678704,45.61904988208277,-18.0
2022-01-14,4662.85009765625,4665.1298828125,4614.75,4637.990234375,4338490000.0,4681.011611328125,4420.802692871093,4.957092022698816,17.52221762828273,46.080956182518875,-7.43994140625
2022-01-18,4577.10986328125,4632.240234375,4568.7001953125,4632.240234375,4748700000.0,4678.952607421875,4423.298692626953,-5.342460056449454,12.949282091336293,38.232109922212025,-135.9599609375
2022-01-19,4532.759765625,4611.5498046875,4530.2001953125,4588.02978515625,4465740000.0,4675.65720703125,4425.592791748047,-16.888926483557043,6.9816403763576265,34.918965923367224,-193.59033203125
2022-01-20,4482.72998046875,4602.10986328125,4477.9501953125,4547.35009765625,4640870000.0,4671.277802734375,4427.606691894532,-29.73381692770363,-0.36145108445462476,31.5929732626269,-176.2998046875
2022-01-21,4397.93994140625,4494.52001953125,4395.33984375,4471.3798828125,5589100000.0,4665.5316015625,4429.110541992188,-46.22250837550837,-9.533662542665374,26.914105751768943,-264.91015625
2022-01-24,4410.1298828125,4417.35009765625,4222.6201171875,4356.31982421875,6928110000.0,4660.8,4430.517192382813,-57.64182961559254,-19.155295957250807,28.552353727053614,-166.97998046875
2022-01-25,4356.4501953125,4411.009765625,4287.10986328125,4366.64013671875,5145050000.0,4654.943603515625,4431.6594921875,-70.21384463713275,-29.367005693227195,25.808837334277285,-176.3095703125
2022-01-26,4349.93017578125,4453.22998046875,4304.7998046875,4408.43017578125,5570640000.0,4648.285205078125,4432.701193847656,-79.78367170052297,-39.450338894686354,25.488481084067885,-132.7998046875
2022-01-27,4326.509765625,4428.740234375,4309.5,4380.580078125,5214200000.0,4641.159404296875,4433.710441894531,-88.24047865210468,-49.20836684617002,24.32067516779341,-71.43017578125
2022-01-28,4431.85009765625,4432.72021484375,4292.4599609375,4336.18994140625,5031090000.0,4635.778408203125,4435.017592773437,-85.45737523387561,-56.458168523711144,38.06562980030575,21.72021484375
2022-01-31,4515.5498046875,4516.89013671875,4414.02001953125,4431.7900390625,5098610000.0,4632.316005859375,4436.667990722656,-75.6261081745497,-60.29175645387886,46.39621410872197,159.099609375
2022-02-01,4546.5400390625,4550.490234375,4483.52978515625,4519.56982421875,4816830000.0,4629.156005859375,4438.584392089844,-64.58955707337282,-61.151316577777656,49.12478714845573,196.60986328125
2022-02-02,4589.3798828125,4595.31005859375,4544.31982421875,4566.39013671875,4481580000.0,4626.984404296875,4440.856591796875,-51.78919979098737,-59.278893220419604,52.7084824020246,262.8701171875
2022-02-03,4477.43994140625,4542.8798828125,4470.39013671875,4535.41015625,4401970000.0,4622.874404296875,4442.376691894531,-50.099921464934596,-57.443098869322604,43.988998380751184,45.58984375
2022-02-04,4500.52978515625,4539.66015625,4451.5,4482.7900390625,4706290000.0,4619.07099609375,4444.204440917969,-46.36354867141745,-55.22718882974158,45.97432108496971,-15.02001953125
2022-02-07,4483.8701171875,4521.85986328125,4471.47021484375,4505.75,4228480000.0,4614.71919921875,4445.722941894532,-44.23680790281924,-53.02911264435711,44.74205711779805,-62.669921875
2022-02-08,4521.5400390625,4531.31982421875,4465.39990234375,4480.02001953125,4459620000.0,4613.25759765625,4447.392541503907,-39.06142683308826,-50.23557548210334,48.12766958491053,-67.83984375
2022-02-09,4587.18017578125,4590.02978515625,4547.0,4547.0,4524350000.0,4611.89580078125,4449.394841308594,-29.325246406782753,-46.05350966703923,53.47667148021326,109.740234375
2022-02-10,4504.080078125,4588.919921875,4484.31005859375,4553.240234375,5314860000.0,4610.63740234375,4450.999340820313,-27.99206159628011,-42.44122005288741,46.88510514233482,3.55029296875
2022-02-11,4418.64013671875,4526.330078125,4401.41015625,4506.27001953125,5251500000.0,4608.749404296875,4452.035190429688,-33.4442675509863,-40.64182955250719,41.25467561539728,-65.22998046875
2022-02-14,4401.669921875,4426.22021484375,4364.83984375,4412.60986328125,4600390000.0,4605.24080078125,4453.137690429688,-38.68855696114315,-40.251175034234386,40.221495754686394,-119.8701171875
2022-02-15,4471.06982421875,4472.77001953125,4429.27978515625,4429.27978515625,4430830000.0,4603.89359375,4454.529738769531,-36.8202609335749,-39.56499221410249,46.15983912756553,-116.1103515625
2022-02-16,4475.009765625,4489.5498046875,4429.68017578125,4455.75,4283640000.0,4601.560390625,4456.081486816406,-34.62259480625107,-38.57651273253221,46.48486093919872,-29.0703125
2022-02-17,4380.259765625,4456.06005859375,4373.81005859375,4456.06005859375,4539420000.0,4595.4305859375,4457.144836425781,-40.06462168876169,-38.8741345237781,40.19986636589641,-38.38037109375
2022-02-18,4348.8701171875,4394.60009765625,4327.22021484375,4384.56982421875,4708060000.0,4588.3837890625,4457.881086425781,-46.37575861806454,-40.37445934263539,38.34995814768803,-52.7998046875
2022-02-22,4304.759765625,4362.1201171875,4267.10986328125,4332.740234375,5121900000.0,4581.12998046875,4458.241884765625,-54.310657378281576,-43.16169894976463,35.85311523325616,-166.31005859375
2022-02-23,4225.5,4341.509765625,4221.509765625,4324.93017578125,4797430000.0,4571.399580078125,4458.427233886719,-66.23124987698975,-47.775609135209656,31.841520341290575,-249.509765625
2022-02-24,4288.7001953125,4294.72998046875,4114.64990234375,4155.77001953125,6752130000.0,4563.7941796875,4459.110234375,-69.7743623239603,-52.17535977295979,37.8162392303392,-91.5595703125
2022-02-25,4384.64990234375,4385.33984375,4286.830078125,4298.3798828125,5177060000.0,4558.805380859375,4460.718283691406,-64.10104801269517,-54.56049742090687,45.61124774088124,35.77978515625
2022-02-28,4373.93994140625,4388.83984375,4315.1201171875,4354.169921875,6071370000.0,4552.087177734375,4462.025483398437,-59.78000322238586,-55.60439858120267,44.9341596865048,69.18017578125
2022-03-01,4306.259765625,4378.4501953125,4279.5400390625,4363.14013671875,5846230000.0,4544.838974609375,4462.687531738281,-61.11230405329934,-56.70597967562201,40.81118491556833,80.759765625
2022-03-02,4386.5400390625,4401.47998046875,4322.56005859375,4322.56005859375,5337870000.0,4540.15697265625,4463.803781738281,-55.055568600416336,-56.37589746058088,47.02088724404034,97.83984375
2022-03-03,4363.490234375,4416.77978515625,4345.56005859375,4401.31005859375,5039890000.0,4536.066376953125,4464.982082519531,-51.52158001724001,-55.40503397191271,45.543479292637144,-21.15966796875
2022-03-04,4328.8701171875,4342.1201171875,4284.97998046875,4342.1201171875,5797380000.0,4529.6591796875,4466.048032226562,-50.92736378022528,-54.50949993357523,43.340794044006365,-45.06982421875
2022-03-07,4201.08984375,4327.009765625,4199.85009765625,4327.009765625,6940470000.0,4519.749775390625,4466.257880859375,-60.07473909632154,-55.62254776612449,36.35237429910301,-105.169921875
2022-03-08,4170.7001953125,4276.93994140625,4157.8701171875,4202.66015625,7243120000.0,4508.647978515625,4466.3320825195315,-68.98111918689483,-58.29426205027856,34.910636031687986,-215.83984375
2022-03-09,4277.8798828125,4299.39990234375,4223.10009765625,4223.10009765625,5662670000.0,4498.38177734375,4466.736232910156,-66.62299610473019,-59.960008861168895,43.43177571100463,-85.6103515625
2022-03-10,4259.52001953125,4268.27978515625,4209.7998046875,4252.5498046875,4980830000.0,4487.84517578125,4467.09318359375,-65.48083183082963,-61.06417345510104,42.4076034092326,-69.35009765625
2022-03-11,4204.31005859375,4291.009765625,4200.490234375,4279.5,4938640000.0,4476.07017578125,4467.134782714844,-68.2439668838324,-62.50013214084731,39.39888172564278,3.22021484375
2022-03-14,4173.10986328125,4247.56982421875,4161.72021484375,4202.75,5574920000.0,4463.9577734375,4466.9959326171875,-72.12001172938926,-64.4241080585557,37.76812827944447,2.40966796875
2022-03-15,4262.4501953125,4271.0498046875,4187.89990234375,4188.81982421875,5392470000.0,4453.883173828125,4467.287634277343,-67.20805443233894,-64.98089733331236,44.81218065367799,-15.4296875
2022-03-16,4357.85986328125,4358.89990234375,4251.990234375,4288.14013671875,6309750000.0,4445.109169921875,4468.0667333984375,-54.98272344218822,-62.98126255508753,51.16893482416057,98.33984375
2022-03-17,4411.669921875,4412.669921875,4335.64990234375,4345.10986328125,4985090000.0,4437.471767578125,4469.084482421875,-40.485348636817434,-58.48207977143352,54.36177164678249,207.35986328125
2022-03-18,4463.1201171875,4465.39990234375,4390.56982421875,4407.33984375,8278430000.0,4432.722568359375,4470.435832519532,-24.561345973643256,-51.69793301187547,57.24062858731883,290.01025390625
2022-03-21,4461.18017578125,4481.75,4424.2998046875,4462.39990234375,4869820000.0,4428.02517578125,4471.592282714843,-11.960127293036749,-43.75037186810773,57.09438696647591,198.72998046875
2022-03-22,4511.60986328125,4522.0,4469.10009765625,4469.10009765625,4754840000.0,4424.71677734375,4473.0177319335935,2.0718011865610606,-34.585937257173974,59.95830999641362,153.75
2022-03-23,4456.240234375,4501.06982421875,4455.81005859375,4493.10009765625,4550670000.0,4420.43578125,4474.162634277343,8.624916621797638,-25.943766481379654,55.572243799145646,44.5703125
2022-03-24,4520.16015625,4520.580078125,4465.169921875,4469.97998046875,4131390000.0,4416.577587890625,4475.665686035156,18.75985933035372,-17.00304131903298,59.27586821807713,57.0400390625
2022-03-25,4543.06005859375,4546.02978515625,4501.06982421875,4522.91015625,4305020000.0,4412.911787109375,4477.185085449219,28.313326775243695,-7.939767700177646,60.544858346704494,81.8798828125
2022-03-28,4575.52001953125,4575.64990234375,4517.68994140625,4541.08984375,4312260000.0,4411.241591796875,4478.825485839844,38.06497676525487,1.2611811929088566,62.336401474691584,63.91015625
2022-03-29,4631.60009765625,4637.2998046875,4589.66015625,4602.85986328125,5085910000.0,4410.616591796875,4480.707736816406,49.74499393816586,10.957943741960257,65.27045513878534,175.35986328125
2022-03-30,4602.4501953125,4627.77001953125,4581.31982421875,4624.2001953125,4385570000.0,4411.1233984375,4482.487038574219,56.00376169079573,19.96710733172735,62.54311727166045,82.2900390625
2022-03-31,4530.41015625,4603.06982421875,4530.41015625,4599.02001953125,4823020000.0,4411.07640625,4484.020588378906,54.5223514100544,26.87815614739276,56.283796554873014,-12.64990234375
2022-04-01,4545.85986328125,4548.7001953125,4507.56982421875,4540.31982421875,4562940000.0,4412.33900390625,4485.640588378907,53.972820253447026,32.29708896860362,57.27143276262156,-29.66015625
2022-04-04,4582.64013671875,4583.5,4539.2099609375,4547.97021484375,4547350000.0,4416.0330078125,4487.721538085938,55.86123993199271,37.00991916128144,59.610804079855285,-48.9599609375
2022-04-05,4525.1201171875,4593.4501953125,4514.169921875,4572.4501953125,4800620000.0,4418.3328125,4489.223188476562,52.11568410577274,40.0310721501797,54.57824213844874,-77.330078125
2022-04-06,4481.14990234375,4503.93994140625,4450.0400390625,4494.169921875,4986830000.0,4420.826806640625,4490.39673828125,45.07962540418248,41.04078280098026,51.03152203446038,-49.26025390625
2022-04-07,4500.2099609375,4521.16015625,4450.2998046875,4474.64990234375,4821490000.0,4423.83240234375,4491.688588867188,40.573776390138846,40.94738151881198,52.47329025634669,-45.64990234375
2022-04-08,4488.27978515625,4520.41015625,4474.60009765625,4494.14990234375,4083200000.0,4427.067802734375,4492.797536621094,35.62947865139995,39.883800945329575,51.452140159806376,-94.3603515625
2022-04-11,4412.52978515625,4464.35009765625,4408.3798828125,4462.64013671875,4266290000.0,4426.681396484375,4493.456684570312,25.30697211932329,36.968435180128324,45.40960129751609,-112.59033203125
2022-04-12,4397.4501953125,4471.0,4381.33984375,4437.58984375,4152090000.0,4424.319404296875,4493.990886230469,15.728209440053433,32.72039003211335,44.294392132580754,-83.69970703125
2022-04-13,4446.58984375,4453.919921875,4392.7001953125,4394.2998046875,3828150000.0,4422.320400390625,4494.764836425781,11.964213946294876,28.569154814949655,48.71447719394669,-53.6201171875
2022-04-14,4392.58984375,4460.4599609375,4390.77001953125,4449.1201171875,4083090000.0,4418.384599609375,4495.2402856445315,4.571178001654516,23.76955945229063,44.532733052869155,-95.68994140625
2022-04-18,4391.68994140625,4410.31005859375,4370.2998046875,4385.6298828125,3910490000.0,4416.669599609375,4495.599035644531,-1.344966905489855,18.746654180734534,44.46423211480556,-20.83984375
2022-04-19,4462.2099609375,4471.02978515625,4390.6298828125,4390.6298828125,4108120000.0,4415.903203125,4496.1483862304685,-0.3392672900135949,14.92946988658491,50.84517741722027,64.759765625
2022-04-20,4459.4501953125,4488.2900390625,4448.759765625,4472.259765625,4290450000.0,4415.4148046875,4496.7279370117185,0.23238805447635968,11.990053520163201,50.60015346728674,12.8603515625
2022-04-21,4393.66015625,4512.93994140625,4384.47021484375,4489.169921875,4636890000.0,4412.85720703125,4496.905588378906,-4.570590367839941,8.677924742562572,45.02924457480697,1.0703125
2022-04-22,4271.77978515625,4385.830078125,4267.6201171875,4385.830078125,4651940000.0,4406.54919921875,4496.660388183594,-18.004171835904344,3.341505426869189,36.91978838382815,-119.91015625
2022-04-25,4296.1201171875,4299.02001953125,4200.81982421875,4255.33984375,5240040000.0,4402.39,4496.293239746094,-26.382202945588688,-2.6032362476223865,39.27193259419209,-166.08984375
2022-04-26,4175.2001953125,4278.14013671875,4175.0400390625,4278.14013671875,4689970000.0,4397.521201171875,4495.246091308593,-42.29156920165951,-10.540902838429812,32.74045354925816,-284.25
2022-04-27,4183.9599609375,4240.7099609375,4162.89990234375,4186.52001953125,4769680000.0,4393.167001953125,4494.319841308594,-53.575432466937855,-19.147808764131423,33.601970382278324,-209.7001953125
2022-04-28,4287.5,4308.4501953125,4188.6298828125,4222.580078125,4854180000.0,4389.49560546875,4493.885842285156,-53.54591558469838,-26.027430128244816,42.910232954476925,15.72021484375
2022-04-29,4131.93017578125,4269.68017578125,4124.27978515625,4253.75,5084030000.0,4382.634013671875,4492.745344238281,-65.32270838575369,-33.88648577974659,34.97629265960329,-164.18994140625
2022-05-02,4155.3798828125,4169.81005859375,4062.510009765625,4130.60986328125,5163790000.0,4378.136416015625,4491.886442871094,-71.93449012328074,-41.49608664845342,36.871049012533504,-19.8203125
2022-05-03,4175.47998046875,4200.10009765625,4147.080078125,4159.77978515625,4582050000.0,4374.66861328125,4491.471391601563,-74.69146813738826,-48.13516294624039,38.52464021589792,-8.47998046875
2022-05-04,4300.169921875,4307.66015625,4148.91015625,4181.18017578125,5136360000.0,4374.57681640625,4491.356940917969,-66.05353287230355,-51.718836931453026,47.680176492398125,12.669921875
2022-05-05,4146.8701171875,4270.43017578125,4106.009765625,4270.43017578125,5077030000.0,4373.00421875,4490.297841796875,-70.76221720809372,-55.52751298678117,39.826851842234255,14.93994140625
2022-05-06,4123.33984375,4157.68994140625,4067.909912109375,4128.169921875,5116940000.0,4369.69701171875,4489.077141113281,-75.5220091732217,-59.52641222406928,38.7712608454813,-32.0400390625
2022-05-09,3991.239990234375,4081.27001953125,3975.47998046875,4081.27001953125,5954520000.0,4361.828813476563,4486.974390869141,-88.92842128762368,-65.40681403678016,33.41649335201292,-184.239990234375
2022-05-10,4001.050048828125,4068.820068359375,3958.169921875,4035.179931640625,5885820000.0,4354.371015625,4484.868142089844,-97.63602244342019,-71.85265571810817,34.14390560687865,-299.119873046875
2022-05-11,3935.179931640625,4049.090087890625,3928.820068359375,3990.080078125,5816140000.0,4346.949418945313,4482.53674194336,-108.6001520996042,-79.20215499440738,31.64408944516248,-211.690185546875
2022-05-12,3930.080078125,3964.800048828125,3858.8701171875,3903.949951171875,6286450000.0,4337.820219726563,4480.183941650391,-116.35949952265219,-86.63362390005635,31.45209072043758,-193.259765625
2022-05-13,4023.889892578125,4038.8798828125,3963.89990234375,3963.89990234375,5183340000.0,4331.028212890625,4478.2076416015625,-113.62932213963177,-92.03276354797144,38.807081987756035,32.64990234375
2022-05-16,4008.010009765625,4046.4599609375,3983.989990234375,4013.02001953125,4415030000.0,4324.611010742187,4476.271392822266,-111.4621445039079,-95.91863973915873,38.062573258997844,6.9599609375
2022-05-17,4088.85009765625,4090.719970703125,4033.929931640625,4052.0,4841410000.0,4322.366215820312,4474.779842529297,-102.04520749884523,-97.14395329109604,43.957034058747965,153.670166015625
2022-05-18,3923.679931640625,4051.97998046875,3911.909912109375,4051.97998046875,5103220000.0,4317.425810546875,4472.282492675781,-106.68032471266224,-99.05122757540929,36.346095720719724,-6.400146484375
2022-05-19,3900.7900390625,3945.9599609375,3876.580078125,3899.0,5113550000.0,4309.884013671875,4469.7731420898435,-110.92207094382002,-101.42539624909143,35.4305407279501,-123.099853515625
2022-05-20,3901.360107421875,3943.419921875,3810.320068359375,3927.760009765625,5130730000.0,4302.720815429688,4467.134442138672,-112.9358316723974,-103.72748333375263,35.474134893246,-106.64990234375
